gene	count
ENSPTRG00000000134	3
ENSPTRG00000000136	0
ENSPTRG00000000137	0
ENSPTRG00000000138	0
ENSPTRG00000000140	51
ENSPTRG00000000142	624
ENSPTRG00000000143	17
ENSPTRG00000000144	113
ENSPTRG00000000145	248
ENSPTRG00000000146	1895
ENSPTRG00000000147	2862
ENSPTRG00000000148	158
ENSPTRG00000000149	325
ENSPTRG00000000150	76
ENSPTRG00000000151	105
ENSPTRG00000000152	4
ENSPTRG00000000153	270
ENSPTRG00000000154	861
ENSPTRG00000000155	214
ENSPTRG00000000156	12
ENSPTRG00000000157	161
ENSPTRG00000000158	467
ENSPTRG00000000159	1538
ENSPTRG00000000160	362
ENSPTRG00000000161	3
ENSPTRG00000000164	183
ENSPTRG00000000165	955
ENSPTRG00000000167	360
ENSPTRG00000000168	1
ENSPTRG00000000170	2
ENSPTRG00000000182	20
ENSPTRG00000000184	64
ENSPTRG00000000185	2747
ENSPTRG00000000186	54
ENSPTRG00000000193	88
ENSPTRG00000000194	13
ENSPTRG00000000197	5
ENSPTRG00000000200	244
ENSPTRG00000000201	35
ENSPTRG00000000202	16
ENSPTRG00000000205	2973
ENSPTRG00000000206	96
ENSPTRG00000000207	7
ENSPTRG00000000208	117
ENSPTRG00000000210	1355
ENSPTRG00000000211	428
ENSPTRG00000000214	23
ENSPTRG00000000217	2
ENSPTRG00000000221	17
ENSPTRG00000000223	44
ENSPTRG00000000224	135
ENSPTRG00000000225	335
ENSPTRG00000000226	515
ENSPTRG00000000227	5
ENSPTRG00000000228	172
ENSPTRG00000000232	28
ENSPTRG00000000238	891
ENSPTRG00000000239	7
ENSPTRG00000000241	2836
ENSPTRG00000000242	462
ENSPTRG00000000243	2233
ENSPTRG00000000244	2
ENSPTRG00000000245	3
ENSPTRG00000000246	2
ENSPTRG00000000247	604
ENSPTRG00000000248	605
ENSPTRG00000000249	3
ENSPTRG00000000250	952
ENSPTRG00000000253	93
ENSPTRG00000000254	1
ENSPTRG00000000255	206
ENSPTRG00000000256	368
ENSPTRG00000000257	1319
ENSPTRG00000000261	254
ENSPTRG00000000262	1308
ENSPTRG00000000263	8
ENSPTRG00000000264	109
ENSPTRG00000000265	229
ENSPTRG00000000266	761
ENSPTRG00000000268	2346
ENSPTRG00000000269	568
ENSPTRG00000000271	12
ENSPTRG00000000272	62
ENSPTRG00000000274	0
ENSPTRG00000000275	38
ENSPTRG00000000276	0
ENSPTRG00000000277	3
ENSPTRG00000000278	17
ENSPTRG00000000279	0
ENSPTRG00000000280	0
ENSPTRG00000000282	2
ENSPTRG00000000286	11
ENSPTRG00000000287	23015
ENSPTRG00000000288	176
ENSPTRG00000000290	8
ENSPTRG00000000291	2511
ENSPTRG00000000294	362
ENSPTRG00000000295	607
ENSPTRG00000000296	1256
ENSPTRG00000000297	2888
ENSPTRG00000000298	640
ENSPTRG00000000300	167
ENSPTRG00000000302	187
ENSPTRG00000000303	2906
ENSPTRG00000000304	600
ENSPTRG00000000306	0
ENSPTRG00000000307	56
ENSPTRG00000000315	230
ENSPTRG00000000316	46
ENSPTRG00000000318	396
ENSPTRG00000000319	464
ENSPTRG00000000320	76
ENSPTRG00000000321	529
ENSPTRG00000000322	2119
ENSPTRG00000000323	5
ENSPTRG00000000324	807
ENSPTRG00000000330	6
ENSPTRG00000000331	113
ENSPTRG00000000332	1
ENSPTRG00000000334	1262
ENSPTRG00000000335	372
ENSPTRG00000000336	2035
ENSPTRG00000000338	271
ENSPTRG00000000339	338
ENSPTRG00000000340	66
ENSPTRG00000000341	33
ENSPTRG00000000342	9
ENSPTRG00000000343	36
ENSPTRG00000000344	0
ENSPTRG00000000345	201
ENSPTRG00000000346	1922
ENSPTRG00000000348	4
ENSPTRG00000000349	1436
ENSPTRG00000000350	222
ENSPTRG00000000351	19
ENSPTRG00000000352	434
ENSPTRG00000000353	1053
ENSPTRG00000000362	75
ENSPTRG00000000363	1044
ENSPTRG00000000365	832
ENSPTRG00000000369	9833
ENSPTRG00000000370	109
ENSPTRG00000000371	778
ENSPTRG00000000372	0
ENSPTRG00000000373	9
ENSPTRG00000000374	182
ENSPTRG00000000375	240
ENSPTRG00000000377	6
ENSPTRG00000000378	146
ENSPTRG00000000380	264
ENSPTRG00000000381	31
ENSPTRG00000000382	6
ENSPTRG00000000383	17
ENSPTRG00000000384	9
ENSPTRG00000000385	651
ENSPTRG00000000386	0
ENSPTRG00000000387	205
ENSPTRG00000000388	1420
ENSPTRG00000000392	80
ENSPTRG00000000394	1
ENSPTRG00000000395	1663
ENSPTRG00000000396	33
ENSPTRG00000000397	5
ENSPTRG00000000401	53
ENSPTRG00000000402	704
ENSPTRG00000000403	39
ENSPTRG00000000404	205
ENSPTRG00000000405	7
ENSPTRG00000000406	9
ENSPTRG00000000408	29
ENSPTRG00000000409	301
ENSPTRG00000000410	0
ENSPTRG00000000411	0
ENSPTRG00000000413	29
ENSPTRG00000000414	234
ENSPTRG00000000416	1048
ENSPTRG00000000417	247
ENSPTRG00000000419	171
ENSPTRG00000000420	184
ENSPTRG00000000421	19
ENSPTRG00000000422	115
ENSPTRG00000000423	417
ENSPTRG00000000424	1
ENSPTRG00000000426	1059
ENSPTRG00000000428	1851
ENSPTRG00000000429	192
ENSPTRG00000000431	50
ENSPTRG00000000432	60
ENSPTRG00000000434	112
ENSPTRG00000000436	14
ENSPTRG00000000437	158
ENSPTRG00000000438	123
ENSPTRG00000000439	504
ENSPTRG00000000440	46
ENSPTRG00000000442	353
ENSPTRG00000000444	2
ENSPTRG00000000445	1394
ENSPTRG00000000446	196
ENSPTRG00000000447	521
ENSPTRG00000000449	14
ENSPTRG00000000450	408
ENSPTRG00000000451	42
ENSPTRG00000000453	2239
ENSPTRG00000000454	154
ENSPTRG00000000455	178
ENSPTRG00000000456	1145
ENSPTRG00000000457	527
ENSPTRG00000000458	15
ENSPTRG00000000461	165
ENSPTRG00000000462	6
ENSPTRG00000000463	488
ENSPTRG00000000464	868
ENSPTRG00000000465	4777
ENSPTRG00000000466	20
ENSPTRG00000000469	1120
ENSPTRG00000000470	303
ENSPTRG00000000471	337
ENSPTRG00000000472	586
ENSPTRG00000000473	200
ENSPTRG00000000474	117
ENSPTRG00000000475	209
ENSPTRG00000000476	779
ENSPTRG00000000478	17
ENSPTRG00000000479	7
ENSPTRG00000000482	1474
ENSPTRG00000000483	15
ENSPTRG00000000484	979
ENSPTRG00000000485	22
ENSPTRG00000000489	60
ENSPTRG00000000490	589
ENSPTRG00000000491	1200
ENSPTRG00000000492	126
ENSPTRG00000000493	598
ENSPTRG00000000494	3004
ENSPTRG00000000495	317
ENSPTRG00000000496	104
ENSPTRG00000000499	399
ENSPTRG00000000501	319
ENSPTRG00000000502	157
ENSPTRG00000000503	783
ENSPTRG00000000505	930
ENSPTRG00000000506	27
ENSPTRG00000000507	79
ENSPTRG00000000512	7
ENSPTRG00000000513	238
ENSPTRG00000000514	2716
ENSPTRG00000000515	176
ENSPTRG00000000516	32
ENSPTRG00000000518	1479
ENSPTRG00000000519	738
ENSPTRG00000000521	792
ENSPTRG00000000522	9570
ENSPTRG00000000523	113
ENSPTRG00000000524	284
ENSPTRG00000000526	71
ENSPTRG00000000527	357
ENSPTRG00000000528	60
ENSPTRG00000000529	90
ENSPTRG00000000531	336
ENSPTRG00000000532	16
ENSPTRG00000000533	794
ENSPTRG00000000534	1147
ENSPTRG00000000535	1541
ENSPTRG00000000537	91
ENSPTRG00000000538	40
ENSPTRG00000000539	198
ENSPTRG00000000540	47
ENSPTRG00000000541	467
ENSPTRG00000000542	35
ENSPTRG00000000543	137
ENSPTRG00000000544	26
ENSPTRG00000000547	157
ENSPTRG00000000548	161
ENSPTRG00000000549	303
ENSPTRG00000000550	62
ENSPTRG00000000551	91
ENSPTRG00000000552	24
ENSPTRG00000000553	201
ENSPTRG00000000556	136
ENSPTRG00000000557	227
ENSPTRG00000000558	218
ENSPTRG00000000559	281
ENSPTRG00000000560	236
ENSPTRG00000000561	175
ENSPTRG00000000563	1571
ENSPTRG00000000564	622
ENSPTRG00000000566	124
ENSPTRG00000000567	0
ENSPTRG00000000568	2526
ENSPTRG00000000572	22
ENSPTRG00000000573	648
ENSPTRG00000000575	22
ENSPTRG00000000576	3967
ENSPTRG00000000577	173
ENSPTRG00000000578	66
ENSPTRG00000000579	194
ENSPTRG00000000580	20
ENSPTRG00000000581	274
ENSPTRG00000000583	964
ENSPTRG00000000584	852
ENSPTRG00000000585	354
ENSPTRG00000000586	1
ENSPTRG00000000587	267
ENSPTRG00000000589	1730
ENSPTRG00000000590	22
ENSPTRG00000000591	68
ENSPTRG00000000592	53
ENSPTRG00000000593	33
ENSPTRG00000000594	50
ENSPTRG00000000596	966
ENSPTRG00000000597	465
ENSPTRG00000000598	69
ENSPTRG00000000599	164
ENSPTRG00000000600	140
ENSPTRG00000000601	253
ENSPTRG00000000602	6
ENSPTRG00000000603	522
ENSPTRG00000000604	0
ENSPTRG00000000606	1133
ENSPTRG00000000607	38
ENSPTRG00000000608	48
ENSPTRG00000000612	600
ENSPTRG00000000614	57
ENSPTRG00000000616	4
ENSPTRG00000000617	291
ENSPTRG00000000618	76
ENSPTRG00000000621	50
ENSPTRG00000000622	116
ENSPTRG00000000623	464
ENSPTRG00000000624	0
ENSPTRG00000000625	353
ENSPTRG00000000626	19
ENSPTRG00000000631	129
ENSPTRG00000000634	8
ENSPTRG00000000635	241
ENSPTRG00000000636	273
ENSPTRG00000000639	275
ENSPTRG00000000640	437
ENSPTRG00000000641	1738
ENSPTRG00000000643	495
ENSPTRG00000000644	485
ENSPTRG00000000645	189
ENSPTRG00000000646	721
ENSPTRG00000000648	980
ENSPTRG00000000649	880
ENSPTRG00000000650	256
ENSPTRG00000000652	3
ENSPTRG00000000655	38
ENSPTRG00000000656	337
ENSPTRG00000000657	121
ENSPTRG00000000658	53
ENSPTRG00000000659	124
ENSPTRG00000000661	35
ENSPTRG00000000662	99
ENSPTRG00000000663	0
ENSPTRG00000000664	692
ENSPTRG00000000665	179
ENSPTRG00000000667	824
ENSPTRG00000000668	498
ENSPTRG00000000669	37
ENSPTRG00000000670	16
ENSPTRG00000000672	145
ENSPTRG00000000673	47
ENSPTRG00000000675	720
ENSPTRG00000000676	221
ENSPTRG00000000677	923
ENSPTRG00000000679	31
ENSPTRG00000000680	614
ENSPTRG00000000681	190
ENSPTRG00000000683	893
ENSPTRG00000000685	622
ENSPTRG00000000686	22
ENSPTRG00000000687	542
ENSPTRG00000000688	172
ENSPTRG00000000689	113
ENSPTRG00000000690	193
ENSPTRG00000000691	1141
ENSPTRG00000000692	27
ENSPTRG00000000693	491
ENSPTRG00000000697	129
ENSPTRG00000000701	616
ENSPTRG00000000702	1
ENSPTRG00000000705	1
ENSPTRG00000000706	181
ENSPTRG00000000707	14
ENSPTRG00000000708	0
ENSPTRG00000000709	2
ENSPTRG00000000711	60
ENSPTRG00000000712	617
ENSPTRG00000000716	11
ENSPTRG00000000718	86
ENSPTRG00000000721	342
ENSPTRG00000000723	4082
ENSPTRG00000000724	6
ENSPTRG00000000725	215
ENSPTRG00000000726	67
ENSPTRG00000000728	37
ENSPTRG00000000729	1498
ENSPTRG00000000730	273
ENSPTRG00000000731	909
ENSPTRG00000000732	52
ENSPTRG00000000733	420
ENSPTRG00000000735	567
ENSPTRG00000000736	638
ENSPTRG00000000737	437
ENSPTRG00000000738	11
ENSPTRG00000000739	262
ENSPTRG00000000740	481
ENSPTRG00000000741	20
ENSPTRG00000000744	3
ENSPTRG00000000745	190
ENSPTRG00000000746	17
ENSPTRG00000000747	233
ENSPTRG00000000748	427
ENSPTRG00000000749	69
ENSPTRG00000000750	3
ENSPTRG00000000751	110
ENSPTRG00000000752	100
ENSPTRG00000000753	87
ENSPTRG00000000754	284
ENSPTRG00000000755	0
ENSPTRG00000000756	126
ENSPTRG00000000757	115
ENSPTRG00000000759	102
ENSPTRG00000000761	1
ENSPTRG00000000762	62
ENSPTRG00000000763	92
ENSPTRG00000000764	936
ENSPTRG00000000765	103
ENSPTRG00000000766	11
ENSPTRG00000000769	661
ENSPTRG00000000770	71
ENSPTRG00000000771	33
ENSPTRG00000000772	36
ENSPTRG00000000773	243
ENSPTRG00000000776	9
ENSPTRG00000000777	19
ENSPTRG00000000778	1
ENSPTRG00000000779	1452
ENSPTRG00000000782	0
ENSPTRG00000000783	2
ENSPTRG00000000784	663
ENSPTRG00000000787	785
ENSPTRG00000000788	21
ENSPTRG00000000790	23
ENSPTRG00000000791	2
ENSPTRG00000000792	3
ENSPTRG00000000793	9
ENSPTRG00000000795	1
ENSPTRG00000000796	121
ENSPTRG00000000798	13
ENSPTRG00000000799	875
ENSPTRG00000000800	91
ENSPTRG00000000801	5
ENSPTRG00000000802	36
ENSPTRG00000000803	93
ENSPTRG00000000806	108
ENSPTRG00000000809	18
ENSPTRG00000000810	740
ENSPTRG00000000811	143
ENSPTRG00000000812	3
ENSPTRG00000000813	184
ENSPTRG00000000815	51
ENSPTRG00000000816	28
ENSPTRG00000000819	0
ENSPTRG00000000820	131
ENSPTRG00000000822	0
ENSPTRG00000000823	92
ENSPTRG00000000824	166
ENSPTRG00000000825	674
ENSPTRG00000000827	6
ENSPTRG00000000829	1544
ENSPTRG00000000831	232
ENSPTRG00000000832	120
ENSPTRG00000000835	0
ENSPTRG00000000837	473
ENSPTRG00000000838	133
ENSPTRG00000000839	0
ENSPTRG00000000840	18
ENSPTRG00000000842	170
ENSPTRG00000000845	305
ENSPTRG00000000846	4
ENSPTRG00000000847	7
ENSPTRG00000000848	185
ENSPTRG00000000850	245
ENSPTRG00000000852	2450
ENSPTRG00000000853	416
ENSPTRG00000000854	100
ENSPTRG00000000855	3
ENSPTRG00000000856	1455
ENSPTRG00000000857	1463
ENSPTRG00000000861	86
ENSPTRG00000000862	16
ENSPTRG00000000863	1877
ENSPTRG00000000865	416
ENSPTRG00000000867	252
ENSPTRG00000000868	12
ENSPTRG00000000869	36
ENSPTRG00000000871	48
ENSPTRG00000000873	9
ENSPTRG00000000874	0
ENSPTRG00000000875	3
ENSPTRG00000000877	44
ENSPTRG00000000878	327
ENSPTRG00000000880	4806
ENSPTRG00000000881	417
ENSPTRG00000000882	803
ENSPTRG00000000884	684
ENSPTRG00000000886	112
ENSPTRG00000000888	179
ENSPTRG00000000889	258
ENSPTRG00000000891	36
ENSPTRG00000000892	242
ENSPTRG00000000893	84
ENSPTRG00000000894	21
ENSPTRG00000000896	464
ENSPTRG00000000898	235
ENSPTRG00000000899	3269
ENSPTRG00000000900	6
ENSPTRG00000000901	269
ENSPTRG00000000902	43
ENSPTRG00000000903	8
ENSPTRG00000000904	29
ENSPTRG00000000906	1132
ENSPTRG00000000907	13
ENSPTRG00000000908	4
ENSPTRG00000000909	6
ENSPTRG00000000910	6
ENSPTRG00000000912	64
ENSPTRG00000000913	240
ENSPTRG00000000914	57
ENSPTRG00000000915	1836
ENSPTRG00000000916	38
ENSPTRG00000000917	439
ENSPTRG00000000919	306
ENSPTRG00000000921	3
ENSPTRG00000000922	2
ENSPTRG00000000923	12
ENSPTRG00000000925	548
ENSPTRG00000000927	12
ENSPTRG00000000929	11369
ENSPTRG00000000931	379
ENSPTRG00000000932	225
ENSPTRG00000000934	47
ENSPTRG00000000935	39
ENSPTRG00000000937	60
ENSPTRG00000000938	72
ENSPTRG00000000939	7
ENSPTRG00000000940	4
ENSPTRG00000000942	58
ENSPTRG00000000945	551
ENSPTRG00000000946	7
ENSPTRG00000000947	392
ENSPTRG00000000948	28
ENSPTRG00000000952	123
ENSPTRG00000000954	14
ENSPTRG00000000955	162
ENSPTRG00000000956	2
ENSPTRG00000000958	1543
ENSPTRG00000000959	153
ENSPTRG00000000960	116
ENSPTRG00000000962	306
ENSPTRG00000000963	1688
ENSPTRG00000000964	278
ENSPTRG00000000965	441
ENSPTRG00000000966	208
ENSPTRG00000000967	129
ENSPTRG00000000969	259
ENSPTRG00000000970	228
ENSPTRG00000000971	60
ENSPTRG00000000972	566
ENSPTRG00000000973	192
ENSPTRG00000000975	93
ENSPTRG00000000976	188
ENSPTRG00000000977	239
ENSPTRG00000000978	34
ENSPTRG00000000979	307
ENSPTRG00000000980	63
ENSPTRG00000000981	15
ENSPTRG00000000984	87
ENSPTRG00000000987	470
ENSPTRG00000000990	24
ENSPTRG00000000992	38
ENSPTRG00000000993	208
ENSPTRG00000000994	593
ENSPTRG00000000995	69
ENSPTRG00000000996	9
ENSPTRG00000000997	420
ENSPTRG00000000999	370
ENSPTRG00000001000	48
ENSPTRG00000001001	102
ENSPTRG00000001002	57
ENSPTRG00000001003	34
ENSPTRG00000001004	199
ENSPTRG00000001007	33
ENSPTRG00000001008	6
ENSPTRG00000001009	65
ENSPTRG00000001010	272
ENSPTRG00000001011	138
ENSPTRG00000001012	114
ENSPTRG00000001014	10
ENSPTRG00000001015	46
ENSPTRG00000001017	105
ENSPTRG00000001022	24
ENSPTRG00000001023	126
ENSPTRG00000001024	14
ENSPTRG00000001026	32
ENSPTRG00000001027	1
ENSPTRG00000001028	0
ENSPTRG00000001030	321
ENSPTRG00000001031	30
ENSPTRG00000001032	1720
ENSPTRG00000001033	5
ENSPTRG00000001034	388
ENSPTRG00000001036	10
ENSPTRG00000001037	101
ENSPTRG00000001038	378
ENSPTRG00000001039	1106
ENSPTRG00000001040	559
ENSPTRG00000001041	41
ENSPTRG00000001042	181
ENSPTRG00000001043	1802
ENSPTRG00000001044	3196
ENSPTRG00000001045	496
ENSPTRG00000001046	3112
ENSPTRG00000001048	110
ENSPTRG00000001051	438
ENSPTRG00000001052	343
ENSPTRG00000001053	24
ENSPTRG00000001054	25
ENSPTRG00000001055	158
ENSPTRG00000001056	5
ENSPTRG00000001057	800
ENSPTRG00000001060	511
ENSPTRG00000001061	686
ENSPTRG00000001062	0
ENSPTRG00000001065	0
ENSPTRG00000001066	144
ENSPTRG00000001067	3819
ENSPTRG00000001069	409
ENSPTRG00000001070	19
ENSPTRG00000001073	672
ENSPTRG00000001074	107
ENSPTRG00000001078	234
ENSPTRG00000001080	7
ENSPTRG00000001082	1
ENSPTRG00000001084	5
ENSPTRG00000001085	69
ENSPTRG00000001086	341
ENSPTRG00000001087	95
ENSPTRG00000001089	227
ENSPTRG00000001090	10
ENSPTRG00000001092	0
ENSPTRG00000001095	21
ENSPTRG00000001097	341
ENSPTRG00000001098	159
ENSPTRG00000001099	2
ENSPTRG00000001100	59
ENSPTRG00000001101	103
ENSPTRG00000001102	249
ENSPTRG00000001104	1105
ENSPTRG00000001105	118
ENSPTRG00000001106	17
ENSPTRG00000001107	201
ENSPTRG00000001108	104
ENSPTRG00000001109	172
ENSPTRG00000001110	507
ENSPTRG00000001111	181
ENSPTRG00000001112	399
ENSPTRG00000001113	51
ENSPTRG00000001114	4
ENSPTRG00000001116	23
ENSPTRG00000001120	103
ENSPTRG00000001121	516
ENSPTRG00000001123	263
ENSPTRG00000001124	678
ENSPTRG00000001125	33
ENSPTRG00000001127	371
ENSPTRG00000001128	38
ENSPTRG00000001130	576
ENSPTRG00000001131	42
ENSPTRG00000001132	0
ENSPTRG00000001133	2048
ENSPTRG00000001136	542
ENSPTRG00000001137	46
ENSPTRG00000001139	2
ENSPTRG00000001140	302
ENSPTRG00000001142	261
ENSPTRG00000001143	1
ENSPTRG00000001144	0
ENSPTRG00000001145	15
ENSPTRG00000001147	8
ENSPTRG00000001148	3
ENSPTRG00000001150	140
ENSPTRG00000001151	6
ENSPTRG00000001152	5120
ENSPTRG00000001153	9
ENSPTRG00000001154	225
ENSPTRG00000001157	4
ENSPTRG00000001158	261
ENSPTRG00000001160	14
ENSPTRG00000001162	45
ENSPTRG00000001163	108
ENSPTRG00000001164	6
ENSPTRG00000001167	6
ENSPTRG00000001168	116
ENSPTRG00000001170	76
ENSPTRG00000001172	30
ENSPTRG00000001173	30
ENSPTRG00000001174	3
ENSPTRG00000001177	78
ENSPTRG00000001178	469
ENSPTRG00000001179	0
ENSPTRG00000001180	2
ENSPTRG00000001188	291
ENSPTRG00000001197	532
ENSPTRG00000001198	109
ENSPTRG00000001199	155
ENSPTRG00000001200	52
ENSPTRG00000001201	285
ENSPTRG00000001202	9
ENSPTRG00000001203	786
ENSPTRG00000001204	37
ENSPTRG00000001206	298
ENSPTRG00000001207	58
ENSPTRG00000001208	99
ENSPTRG00000001210	158
ENSPTRG00000001211	120
ENSPTRG00000001213	182
ENSPTRG00000001218	176
ENSPTRG00000001219	19
ENSPTRG00000001220	299
ENSPTRG00000001222	465
ENSPTRG00000001223	56
ENSPTRG00000001225	0
ENSPTRG00000001228	12
ENSPTRG00000001233	50
ENSPTRG00000001238	9
ENSPTRG00000001241	117
ENSPTRG00000001242	9237
ENSPTRG00000001243	706
ENSPTRG00000001244	180
ENSPTRG00000001245	329
ENSPTRG00000001246	454
ENSPTRG00000001247	1870
ENSPTRG00000001249	60
ENSPTRG00000001250	447
ENSPTRG00000001251	19
ENSPTRG00000001252	298
ENSPTRG00000001254	258
ENSPTRG00000001255	1343
ENSPTRG00000001256	449
ENSPTRG00000001257	478
ENSPTRG00000001258	100
ENSPTRG00000001260	568
ENSPTRG00000001261	2949
ENSPTRG00000001262	169
ENSPTRG00000001263	6
ENSPTRG00000001264	37
ENSPTRG00000001265	24
ENSPTRG00000001266	345
ENSPTRG00000001267	372
ENSPTRG00000001268	394
ENSPTRG00000001269	1
ENSPTRG00000001270	91
ENSPTRG00000001272	30
ENSPTRG00000001274	31
ENSPTRG00000001275	69
ENSPTRG00000001276	993
ENSPTRG00000001277	8
ENSPTRG00000001278	163
ENSPTRG00000001279	180
ENSPTRG00000001280	10
ENSPTRG00000001281	649
ENSPTRG00000001282	379
ENSPTRG00000001284	275
ENSPTRG00000001285	647
ENSPTRG00000001286	261
ENSPTRG00000001287	46
ENSPTRG00000001288	646
ENSPTRG00000001289	1360
ENSPTRG00000001291	127
ENSPTRG00000001292	104
ENSPTRG00000001293	2176
ENSPTRG00000001294	25
ENSPTRG00000001295	648
ENSPTRG00000001296	22
ENSPTRG00000001297	34
ENSPTRG00000001298	0
ENSPTRG00000001300	42
ENSPTRG00000001301	568
ENSPTRG00000001302	289
ENSPTRG00000001303	122
ENSPTRG00000001305	1
ENSPTRG00000001312	5
ENSPTRG00000001313	29
ENSPTRG00000001314	0
ENSPTRG00000001315	1
ENSPTRG00000001316	1
ENSPTRG00000001319	0
ENSPTRG00000001320	0
ENSPTRG00000001321	0
ENSPTRG00000001327	1
ENSPTRG00000001333	0
ENSPTRG00000001334	0
ENSPTRG00000001337	0
ENSPTRG00000001342	4
ENSPTRG00000001344	7
ENSPTRG00000001345	9
ENSPTRG00000001346	1
ENSPTRG00000001347	15
ENSPTRG00000001348	10
ENSPTRG00000001351	1117
ENSPTRG00000001352	10
ENSPTRG00000001353	0
ENSPTRG00000001354	13
ENSPTRG00000001355	1277
ENSPTRG00000001356	918
ENSPTRG00000001357	0
ENSPTRG00000001358	0
ENSPTRG00000001359	0
ENSPTRG00000001360	341
ENSPTRG00000001362	242
ENSPTRG00000001364	850
ENSPTRG00000001365	885
ENSPTRG00000001366	669
ENSPTRG00000001367	208
ENSPTRG00000001368	49
ENSPTRG00000001369	434
ENSPTRG00000001370	81
ENSPTRG00000001371	11
ENSPTRG00000001372	75
ENSPTRG00000001375	1820
ENSPTRG00000001377	2
ENSPTRG00000001378	1298
ENSPTRG00000001379	1392
ENSPTRG00000001380	532
ENSPTRG00000001381	2
ENSPTRG00000001382	833
ENSPTRG00000001383	12
ENSPTRG00000001385	44
ENSPTRG00000001386	16
ENSPTRG00000001387	969
ENSPTRG00000001389	865
ENSPTRG00000001392	37
ENSPTRG00000001393	335
ENSPTRG00000001394	692
ENSPTRG00000001395	661
ENSPTRG00000001397	325
ENSPTRG00000001398	16
ENSPTRG00000001399	209
ENSPTRG00000001401	221
ENSPTRG00000001402	15
ENSPTRG00000001403	13
ENSPTRG00000001404	583
ENSPTRG00000001405	5
ENSPTRG00000001406	646
ENSPTRG00000001407	161
ENSPTRG00000001408	111
ENSPTRG00000001409	335
ENSPTRG00000001410	261
ENSPTRG00000001411	642
ENSPTRG00000001412	32
ENSPTRG00000001413	242
ENSPTRG00000001414	8
ENSPTRG00000001415	30
ENSPTRG00000001416	150
ENSPTRG00000001417	573
ENSPTRG00000001418	385
ENSPTRG00000001419	350
ENSPTRG00000001420	247
ENSPTRG00000001421	32
ENSPTRG00000001422	586
ENSPTRG00000001424	1690
ENSPTRG00000001425	1061
ENSPTRG00000001427	4
ENSPTRG00000001428	239
ENSPTRG00000001429	853
ENSPTRG00000001430	266
ENSPTRG00000001433	712
ENSPTRG00000001436	2198
ENSPTRG00000001437	162
ENSPTRG00000001438	405
ENSPTRG00000001439	5
ENSPTRG00000001441	1048
ENSPTRG00000001442	432
ENSPTRG00000001444	278
ENSPTRG00000001445	0
ENSPTRG00000001446	5
ENSPTRG00000001447	227
ENSPTRG00000001448	814
ENSPTRG00000001449	23
ENSPTRG00000001450	0
ENSPTRG00000001451	34
ENSPTRG00000001453	0
ENSPTRG00000001455	0
ENSPTRG00000001456	2
ENSPTRG00000001457	0
ENSPTRG00000001458	7
ENSPTRG00000001459	352
ENSPTRG00000001460	1719
ENSPTRG00000001461	46
ENSPTRG00000001462	3
ENSPTRG00000001463	342
ENSPTRG00000001464	223
ENSPTRG00000001467	1707
ENSPTRG00000001468	650
ENSPTRG00000001470	57
ENSPTRG00000001471	37
ENSPTRG00000001472	216
ENSPTRG00000001473	382
ENSPTRG00000001474	1156
