gene	WT1	WT2	WT3	DL1	DL2	DL3	E41	E42	E43	XG1	XG2	XG3
CCNA_01077	11	18	8	77	84	99	25	54	48	22	16	16
CCNA_01078	13	14	13	49	43	71	22	26	19	12	11	14
CCNA_01079	4	3	2	7	13	13	1	1	0	3	4	4
CCNA_01080	21	23	18	47	63	67	10	43	15	29	19	24
CCNA_01081	25	25	15	58	60	69	19	23	27	30	18	19
CCNA_01082	7	11	6	33	60	63	14	33	28	18	5	7
CCNA_01083	103	97	96	206	232	259	62	114	71	116	71	90
CCNA_01084	74	31	57	143	151	161	24	40	29	40	36	45
CCNA_01085	37	24	19	107	108	129	27	48	30	41	40	35
CCNA_01086	23	30	13	79	61	118	32	67	36	26	11	16
CCNA_01087	35	16	67	37	72	77	31	41	27	38	26	32
CCNA_01088	20	13	34	71	74	78	12	33	25	43	12	18
CCNA_01089	39	31	46	98	108	140	29	75	59	51	19	20
CCNA_01090	98	92	126	175	265	295	87	161	142	78	48	56
CCNA_01091	60	31	31	111	169	175	21	41	22	47	57	75
CCNA_01092	197	93	19	281	390	370	29	48	43	173	180	154
CCNA_01093	330	155	48	367	483	413	44	62	55	257	347	281
CCNA_01094	388	229	229	379	535	556	53	84	115	269	315	278
CCNA_01095	13	16	5	64	73	97	24	52	25	29	13	25
CCNA_01096	14	17	6	51	79	92	36	50	43	26	18	8
CCNA_01097	12	22	9	35	53	88	33	42	30	15	17	14
CCNA_01098	6	6	6	23	20	31	6	18	18	12	10	11
CCNA_01099	3	10	4	13	24	37	7	20	15	10	1	7
CCNA_01100	46	59	20	148	136	222	54	104	77	73	41	46
CCNA_01101	100	42	64	166	217	209	22	56	35	77	104	56
CCNA_01102	4	3	0	23	38	36	7	18	12	12	5	10
CCNA_01103	13	12	9	29	53	53	10	22	18	27	17	22
CCNA_01104	8	13	4	18	35	39	10	28	17	16	13	8
CCNA_01105	3	4	1	18	15	27	5	8	8	14	5	10
CCNA_01106	80	57	42	237	236	265	53	86	67	74	69	60
CCNA_01107	38	28	16	106	122	127	28	44	40	52	32	28
CCNA_01108	16	35	5	107	139	205	68	105	66	57	12	25
CCNA_R0026	2	4	0	19	27	27	7	13	12	10	4	2
CCNA_R0027	3	15	0	44	53	66	24	43	31	15	6	8
CCNA_01109	106	107	69	494	561	705	170	331	250	168	96	111
CCNA_01110	20	17	18	87	117	119	48	60	45	48	23	14
CCNA_01111	1	11	5	44	42	90	27	40	25	13	4	10
CCNA_01112	1	8	3	35	35	49	21	27	17	10	2	4
CCNA_01113	5	9	0	57	72	98	42	43	35	13	5	12
CCNA_01114	2	2	0	22	44	40	14	23	17	12	1	3
CCNA_01115	6	6	2	25	46	64	20	21	18	14	3	2
CCNA_01116	97	92	82	381	415	443	81	137	85	208	97	136
CCNA_01117	9	20	3	85	96	87	24	44	30	30	19	21
CCNA_01118	3	5	1	12	17	27	4	4	5	10	2	4
CCNA_01119	8	11	5	36	45	41	15	25	9	14	11	12
CCNA_01120	8	10	4	22	25	36	7	11	19	14	6	12
CCNA_01121	22	23	16	77	86	125	29	53	37	17	21	20
CCNA_01122	61	43	34	106	105	134	27	51	49	39	23	24
CCNA_01123	11	18	12	51	78	86	21	51	34	17	11	16
CCNA_01124	14	13	4	49	52	67	16	40	17	17	12	8
CCNA_01125	17	13	8	43	40	50	9	17	19	6	8	8
CCNA_03890	73	52	45	148	175	156	29	38	37	77	51	55
CCNA_01128	14	9	7	25	31	28	9	21	11	19	11	9
CCNA_01129	2	3	0	16	13	20	2	9	4	8	3	4
CCNA_01130	5	12	3	23	29	34	5	23	16	18	6	8
CCNA_01131	6	7	7	29	34	45	4	18	9	9	4	8
CCNA_01132	319	296	157	418	516	486	120	172	129	129	67	105
CCNA_01133	39	37	18	85	97	91	16	45	26	25	18	13
CCNA_01134	2	11	6	17	21	33	9	21	9	8	10	8
CCNA_01135	4	3	2	7	14	14	5	8	6	7	2	2
CCNA_01136	6	5	6	23	17	45	13	30	10	8	9	12
CCNA_01137	2	4	1	13	10	21	8	7	8	8	2	1
CCNA_01138	3	6	3	8	10	16	4	6	5	3	2	5
CCNA_01139	39	23	11	90	96	89	30	44	37	50	65	44
CCNA_01140	7	15	3	32	31	47	15	27	16	15	14	9
CCNA_01141	186	173	80	777	963	1057	215	391	261	338	215	217
CCNA_R0132	5	8	1	24	31	26	4	9	5	14	8	7
CCNA_01142	82	110	64	192	185	160	54	87	72	76	33	50
CCNA_R0133	4	9	3	6	14	14	4	6	1	7	7	4
CCNA_01143	27	23	19	41	37	44	11	20	12	26	16	17
CCNA_01144	8	12	4	15	20	17	6	7	4	9	7	6
CCNA_01145	5	9	5	41	52	50	16	32	30	21	9	9
CCNA_01147	6	2	2	12	24	12	5	18	2	8	4	1
CCNA_01148	0	1	2	2	4	8	2	2	1	1	2	1
CCNA_01149	29	32	19	162	199	275	47	90	60	47	18	25
CCNA_03891	31	38	23	262	349	417	77	155	97	50	13	21
CCNA_01151	2	3	2	11	29	22	8	12	10	11	7	9
CCNA_01152	0	7	1	11	17	14	5	11	4	6	3	6
CCNA_01153	6	16	4	24	25	29	10	21	11	10	10	13
CCNA_01154	40	29	49	77	162	98	41	50	39	60	15	37
CCNA_01155	152	184	76	290	408	440	103	190	143	199	148	153
CCNA_01156	48	28	21	92	86	108	17	23	20	46	31	47
CCNA_01157	12	22	8	32	37	47	18	26	16	15	10	21
CCNA_01158	15	8	7	22	36	50	11	20	15	18	12	17
CCNA_03946	1	0	1	3	3	3	0	2	0	0	1	1
CCNA_01159	18	9	21	35	44	46	10	20	13	12	15	18
CCNA_01161	3	4	5	34	27	23	12	14	15	30	39	74
CCNA_01162	11	12	8	43	51	65	21	43	27	20	14	20
CCNA_01163	1738	1711	1560	930	1051	1289	838	1187	996	574	236	443
CCNA_01164	91	70	45	140	158	160	33	74	74	68	36	50
CCNA_01165	56	70	29	141	190	191	47	85	56	57	31	44
CCNA_01166	6	11	7	50	38	59	19	38	21	16	9	10
CCNA_01167	9	11	3	48	54	73	21	46	37	9	10	15
CCNA_01168	5	16	4	43	55	68	18	45	14	17	3	16
CCNA_01169	15	9	5	55	82	112	29	48	28	25	9	10
CCNA_01170	20	71	17	236	328	426	128	249	141	82	30	37
CCNA_R0028	1	1	2	12	11	14	3	5	4	6	2	2
CCNA_01171	3	6	4	18	13	32	10	21	4	9	3	6
CCNA_01172	23	35	34	128	182	213	70	124	93	45	37	26
CCNA_01173	13	10	8	38	44	54	16	36	24	17	14	9
CCNA_01174	10	18	13	46	65	90	17	44	29	21	12	5
CCNA_R0134	2	3	0	6	5	6	2	9	3	6	11	16
CCNA_01175	7	2	1	40	43	45	14	25	11	35	59	70
CCNA_01176	2	2	0	25	33	28	10	20	10	25	49	48
CCNA_01177	6	13	4	76	101	92	31	44	34	36	98	83
CCNA_01178	1	3	1	35	39	36	9	27	19	24	43	33
CCNA_01179	3	11	0	56	66	74	12	41	33	37	57	39
CCNA_01180	9	46	16	266	290	425	104	209	149	72	28	46
CCNA_01181	22	26	13	121	140	189	64	135	84	38	20	29
CCNA_01182	4	13	4	30	62	56	13	27	16	13	9	8
CCNA_01183	18	33	15	105	124	164	42	86	74	39	25	30
CCNA_01184	36	56	35	109	198	177	34	76	62	51	34	41
CCNA_01185	34	34	30	90	170	130	36	43	67	45	36	29
CCNA_01186	51	35	36	31	27	21	17	20	10	27	38	24
CCNA_01187	6	0	7	12	19	27	5	10	7	19	3	6
CCNA_01188	6	2	5	16	29	26	10	25	12	18	8	7
CCNA_01189	10	18	9	95	96	126	33	65	37	30	15	45
CCNA_01190	21	15	5	47	55	80	15	42	9	20	21	13
CCNA_01191	16	15	9	37	59	51	13	26	11	32	15	21
CCNA_01192	7	9	3	18	36	50	6	18	4	13	16	10
CCNA_01193	13	15	6	31	36	48	15	26	16	17	9	19
CCNA_R0135	2	0	1	5	4	4	2	2	3	1	0	1
CCNA_01194	35	60	30	118	159	145	45	69	59	41	21	32
CCNA_01195	38	28	15	31	50	79	16	39	22	25	19	21
CCNA_01196	18	20	10	55	59	84	22	32	33	25	20	24
CCNA_01197	1	0	1	3	6	4	1	0	1	2	1	1
CCNA_01198	9	9	5	29	31	43	8	22	7	11	10	13
CCNA_01199	4	10	3	30	31	54	17	24	16	11	3	8
CCNA_01200	6	17	12	50	57	83	32	56	28	24	15	26
CCNA_01201	2	6	1	14	26	15	7	10	6	9	5	5
CCNA_01202	16	24	12	73	95	135	30	60	44	42	32	40
CCNA_01203	10	8	8	33	32	63	11	17	17	12	11	16
CCNA_01204	23	14	14	33	30	48	5	21	13	15	15	14
CCNA_01205	5	1	0	16	19	21	6	9	9	5	6	3
CCNA_01206	2	2	0	10	14	20	3	12	6	6	9	4
CCNA_01207	9	11	8	25	48	40	12	26	15	11	11	13
CCNA_01208	3	6	0	13	12	13	6	10	6	5	4	7
CCNA_01209	10	10	10	30	26	32	12	18	14	9	9	9
CCNA_01210	12	5	4	24	33	37	11	19	18	13	5	14
CCNA_01211	4	2	1	10	14	17	3	5	4	6	7	3
CCNA_01212	7	5	2	26	16	44	7	15	16	12	6	4
CCNA_01213	3	6	2	14	23	24	6	15	9	9	5	10
CCNA_01214	5	4	2	27	34	36	10	27	15	20	12	8
CCNA_01215	8	5	1	15	27	46	7	23	11	9	14	8
CCNA_01216	10	7	2	14	24	24	6	14	18	11	6	10
CCNA_01217	13	13	7	59	78	103	18	52	23	19	22	16
CCNA_01218	8	10	8	37	44	51	13	27	14	12	9	10
CCNA_01219	2	6	3	18	20	23	8	32	7	8	2	4
CCNA_01220	21	14	15	70	71	99	26	54	35	18	20	24
CCNA_01221	16	12	12	49	70	81	22	35	23	16	16	12
CCNA_01222	9	20	11	55	71	77	27	56	26	20	11	14
CCNA_01223	5	12	4	53	69	74	24	47	35	20	11	18
CCNA_01224	14	5	6	31	32	50	16	24	17	8	2	5
CCNA_01225	15	14	5	39	36	57	17	38	18	14	12	12
CCNA_01226	3	4	2	10	17	19	7	13	14	3	4	7
CCNA_01227	33	22	20	42	92	94	17	34	30	22	20	14
CCNA_01228	9	13	9	26	43	33	13	13	11	9	6	8
CCNA_01229	10	9	6	36	43	46	13	20	18	19	10	12
CCNA_01230	46	32	21	117	138	157	25	45	35	68	44	68
CCNA_01231	18	10	10	44	57	67	20	22	13	25	20	16
CCNA_R0136	1	1	0	6	6	5	3	2	0	1	1	0
CCNA_01232	14	14	13	22	26	42	6	11	5	21	11	11
CCNA_01233	23	19	14	50	63	65	19	24	21	36	13	26
CCNA_01234	10	6	8	28	21	53	16	17	12	12	4	9
CCNA_01235	6	11	9	36	44	50	8	21	8	16	7	14
CCNA_01236	22	14	7	31	38	34	10	14	7	21	25	24
CCNA_01237	7	4	5	9	19	24	4	4	5	5	13	10
CCNA_01238	1	7	4	9	13	19	3	12	6	7	2	1
CCNA_01239	8	5	6	32	27	37	9	27	16	10	7	10
CCNA_01240	7	9	3	14	16	37	6	12	8	8	11	7
CCNA_01241	20	13	15	39	66	54	15	20	10	27	19	31
CCNA_01242	24	34	17	71	67	95	37	43	34	34	48	32
CCNA_01243	13	20	9	51	58	90	18	33	23	25	15	15
CCNA_01244	14	7	5	24	20	40	6	12	2	21	6	13
CCNA_01245	4	6	7	13	26	25	10	13	7	6	3	9
CCNA_01246	6	6	1	16	20	30	14	12	6	7	5	4
CCNA_01247	4	9	2	20	29	34	5	13	13	9	3	6
CCNA_01248	7	9	10	41	36	52	14	30	18	11	6	11
CCNA_01249	9	9	8	30	22	50	11	16	12	15	5	10
CCNA_01250	4	2	1	17	26	28	8	17	11	6	6	1
CCNA_01251	13	12	7	28	22	31	8	7	5	8	6	8
CCNA_01252	79	103	75	107	145	146	49	80	51	81	44	56
CCNA_01253	7	11	7	37	66	73	12	32	23	17	10	8
CCNA_01254	9	18	11	34	45	45	11	30	12	12	10	8
CCNA_01255	16	24	6	26	23	27	14	24	17	17	3	7
CCNA_01256	4	7	2	38	26	47	15	18	19	12	11	5
CCNA_01257	6	4	1	16	17	34	8	13	7	7	1	7
CCNA_01258	1	6	1	13	19	21	15	8	10	11	7	7
CCNA_01259	365	213	229	447	575	540	98	137	115	220	175	166
CCNA_01260	5	7	5	23	41	30	8	14	12	20	10	3
CCNA_R0137	3	7	2	15	20	10	3	6	11	9	4	2
CCNA_01261	8	16	2	19	36	31	17	21	15	9	8	11
CCNA_01262	17	17	8	74	92	119	32	63	40	30	14	33
CCNA_01263	12	14	5	69	73	103	26	55	22	23	20	19
CCNA_01264	11	6	7	23	21	24	7	21	9	9	7	9
CCNA_03947	6	1	3	11	12	9	2	6	1	3	3	6
CCNA_01265	15	9	10	27	37	29	11	22	12	9	3	8
CCNA_01266	10	11	13	39	29	59	16	27	14	19	6	9
CCNA_01267	31	18	10	40	52	70	25	33	30	18	13	12
CCNA_01268	101	53	29	110	162	133	24	32	37	52	30	39
CCNA_01269	56	37	23	61	58	54	25	41	40	33	19	13
CCNA_01270	9	11	30	19	26	17	2	4	4	8	2	7
CCNA_01271	2	8	2	25	21	29	8	24	8	9	6	4
CCNA_01272	2	5	1	13	16	21	9	18	5	14	2	5
CCNA_01273	0	4	2	23	28	33	11	18	20	6	3	5
CCNA_R0029	1	1	2	2	8	4	2	3	1	3	3	2
CCNA_01274	19	7	7	56	58	79	16	33	23	20	17	30
CCNA_01275	8	10	9	25	35	46	14	25	20	14	12	9
CCNA_01276	9	7	2	10	18	21	8	6	6	3	6	4
CCNA_01277	67	63	59	115	152	147	41	69	66	71	47	50
CCNA_01278	77	91	80	74	80	105	46	58	59	50	27	34
CCNA_01279	18	16	12	54	62	48	14	25	13	18	18	21
CCNA_01280	50	57	29	82	89	102	23	28	21	38	14	20
CCNA_01281	10	4	11	33	43	48	5	22	16	19	14	16
CCNA_01282	6	5	1	15	23	26	9	7	8	10	12	10
CCNA_01283	6	6	4	18	18	34	4	17	3	9	5	5
CCNA_01284	14	19	10	35	48	51	8	24	16	24	16	9
CCNA_01285	45	29	24	87	105	109	20	52	29	56	43	48
CCNA_01286	8	7	1	20	16	27	7	11	6	11	10	8
CCNA_01287	33	26	10	59	73	84	21	28	19	32	19	24
CCNA_01288	17	14	5	38	53	72	17	24	26	21	7	13
CCNA_01289	5	2	2	12	11	14	4	6	1	8	4	4
CCNA_01290	1	9	1	26	41	40	12	28	17	14	18	10
CCNA_01291	3	7	2	20	23	29	11	13	12	3	3	7
CCNA_01292	13	12	7	21	19	22	14	14	13	10	5	10
CCNA_01293	22	16	13	44	56	54	10	23	20	14	10	9
CCNA_01294	5	3	2	19	28	31	5	15	12	13	2	8
CCNA_01295	5	8	2	26	24	36	11	17	9	12	7	7
CCNA_01296	21	23	22	86	92	109	24	42	25	50	35	31
CCNA_01297	6	5	1	24	29	34	4	16	11	6	5	7
CCNA_R0030	3	6	3	16	14	12	9	20	11	8	3	3
CCNA_R0031	9	7	6	27	37	39	21	33	16	17	10	6
CCNA_01298	25	35	16	125	143	165	53	103	72	60	57	34
CCNA_01299	29	17	9	26	48	54	17	28	17	19	10	8
CCNA_01300	12	12	11	28	45	46	14	23	16	15	13	7
CCNA_01301	47	22	24	83	100	130	37	47	32	44	26	23
CCNA_01302	5	7	4	44	42	79	23	41	21	17	5	15
CCNA_01303	89	78	87	219	348	312	96	140	142	99	56	65
CCNA_01304	13	23	10	97	117	176	54	102	54	33	30	14
CCNA_01305	27	32	12	203	198	293	87	167	95	59	33	28
CCNA_01306	43	63	12	352	374	546	146	328	198	98	37	39
CCNA_01307	16	35	5	106	173	221	48	101	71	42	16	21
CCNA_01308	14	16	4	64	74	112	21	51	34	13	10	13
CCNA_01309	19	33	10	109	141	163	59	102	50	25	21	20
CCNA_01310	12	4	6	43	39	44	10	37	17	10	2	7
CCNA_01311	10	8	7	44	42	68	18	32	23	17	7	12
CCNA_01312	18	28	11	99	121	159	48	80	59	31	32	37
CCNA_01313	8	9	3	44	46	87	22	43	29	12	12	13
CCNA_01314	4	6	4	24	29	35	9	18	9	4	6	6
CCNA_01315	3	4	2	15	18	33	7	10	5	8	10	8
CCNA_01316	5	3	4	37	32	55	18	19	15	14	11	14
CCNA_01317	5	7	3	28	35	49	15	21	14	6	13	11
CCNA_01318	8	9	10	35	36	59	12	22	18	13	19	17
CCNA_01319	5	5	7	19	24	30	9	21	15	3	10	7
CCNA_01320	12	13	3	37	63	49	12	33	14	10	17	11
CCNA_01321	13	13	4	45	38	78	17	44	22	14	16	20
CCNA_01322	10	12	5	24	22	36	8	27	8	11	14	10
CCNA_01323	29	23	12	30	58	48	19	34	17	24	17	15
CCNA_01324	16	8	8	16	36	20	12	20	12	12	11	11
CCNA_01325	7	5	6	21	34	42	11	21	19	10	6	9
CCNA_01326	23	20	10	70	68	96	25	50	29	23	27	17
CCNA_01327	6	6	6	40	43	39	9	22	15	18	19	17
CCNA_01328	24	18	28	106	108	128	42	66	45	42	37	25
CCNA_01329	12	23	15	98	97	135	51	54	46	41	33	24
CCNA_01330	20	22	16	85	91	106	29	50	37	28	36	19
CCNA_01332	4	7	7	19	36	39	9	26	17	15	8	4
CCNA_01333	6	4	2	14	19	22	7	6	10	3	8	8
CCNA_01334	7	9	11	28	46	61	12	28	19	9	10	3
CCNA_01335	18	14	22	67	92	83	25	48	45	17	14	10
CCNA_01336	13	8	7	35	42	62	12	36	16	6	9	17
CCNA_01337	7	9	5	29	32	44	22	14	17	10	10	11
CCNA_01338	99	55	31	163	216	212	14	36	36	74	32	57
CCNA_01339	27	31	17	79	104	88	17	29	19	22	12	18
CCNA_03880	4	9	5	16	23	35	7	15	4	12	5	8
CCNA_01340	11	11	5	62	69	91	26	50	34	20	17	12
CCNA_01341	43	36	87	103	142	168	37	100	46	63	38	57
CCNA_01342	7	8	8	44	56	72	15	37	26	18	11	15
CCNA_01343	5	5	4	21	24	53	9	11	10	10	6	4
CCNA_01344	18	5	28	28	28	42	6	11	11	17	14	11
CCNA_01345	6	10	7	29	24	56	15	28	16	11	4	14
CCNA_01346	4	7	10	21	22	20	5	13	5	4	2	9
CCNA_01347	9	7	8	44	56	48	20	29	11	14	19	10
CCNA_01348	26	6	73	26	41	44	4	23	7	13	7	21
CCNA_01349	11	26	8	90	123	131	38	103	65	43	10	15
CCNA_01350	16	17	15	75	96	109	26	67	43	24	7	17
CCNA_01351	28	13	22	80	75	103	16	35	17	25	18	18
CCNA_01352	51	39	49	154	193	255	50	104	53	60	55	43
CCNA_01353	60	60	129	166	225	287	84	161	94	72	61	54
CCNA_01354	5	5	5	31	31	35	9	16	15	13	11	15
CCNA_01355	18	21	7	52	61	80	17	26	27	17	10	18
CCNA_01356	8	17	4	61	74	95	24	53	30	28	11	14
CCNA_01357	21	15	13	34	50	65	14	29	18	26	11	14
CCNA_01358	4	9	11	24	21	29	5	7	6	10	6	6
CCNA_01359	4	6	3	19	21	30	5	17	5	11	4	9
CCNA_01360	10	7	7	34	32	49	11	26	15	17	13	11
CCNA_01361	31	24	46	74	92	85	27	48	27	42	21	19
CCNA_01362	27	28	39	72	76	125	31	64	37	55	15	30
CCNA_01363	11	16	10	44	42	57	20	34	17	22	8	15
CCNA_01364	3	10	4	33	48	36	14	30	21	11	7	16
CCNA_01365	12	16	15	30	38	39	12	16	18	14	14	12
CCNA_01366	10	13	8	20	28	20	5	6	5	9	6	10
CCNA_01367	10	4	3	18	33	33	10	17	8	6	10	5
CCNA_01368	275	194	165	616	933	623	112	131	115	345	279	253
CCNA_01369	105	56	61	157	177	120	31	35	43	84	96	61
CCNA_03948	6	6	3	7	5	9	0	6	4	6	1	1
CCNA_01371	11	6	4	12	15	23	4	7	8	8	4	7
CCNA_01372	7	13	8	19	29	25	6	8	7	16	7	10
CCNA_01373	2	1	5	11	10	23	5	9	4	7	3	1
CCNA_01374	5	4	9	20	28	33	13	19	18	8	8	10
CCNA_01375	22	8	15	41	45	54	9	7	15	16	18	10
CCNA_01376	28	11	10	39	54	78	9	22	13	19	17	14
CCNA_R0032	3	3	4	12	10	10	2	1	2	3	5	7
CCNA_R0033	2	0	1	3	1	3	0	3	2	3	0	2
CCNA_R0034	0	2	2	11	16	17	8	13	6	5	4	2
CCNA_01377	5	5	7	21	27	40	13	19	11	14	7	8
CCNA_01378	5	10	3	22	34	41	8	40	15	13	7	5
CCNA_01379	34	51	52	173	196	219	48	113	69	46	39	31
CCNA_01380	112	92	79	184	254	243	36	62	53	77	63	60
CCNA_01381	27	28	13	54	84	103	31	41	34	27	23	19
CCNA_01382	43	41	44	91	140	130	23	44	30	47	46	40
CCNA_01383	16	10	13	32	27	24	13	14	6	21	16	12
CCNA_01384	40	50	8	169	205	266	72	111	71	66	48	47
CCNA_01385	9	33	12	118	131	207	70	105	83	35	9	20
CCNA_01386	386	223	360	653	1086	796	188	323	246	340	246	247
CCNA_01387	4	5	4	22	20	36	11	20	15	13	6	9
CCNA_01388	23	24	24	59	70	68	16	23	21	36	19	29
CCNA_01389	13	14	3	21	36	51	9	29	16	28	8	12
CCNA_01390	12	12	8	44	48	63	15	21	16	17	6	15
CCNA_01391	24	17	11	76	104	113	24	42	32	48	26	36
CCNA_01392	11	12	13	46	42	41	12	31	12	26	11	14
CCNA_01393	65	62	63	172	190	222	59	93	64	77	50	55
CCNA_01394	22	16	12	58	51	77	20	21	21	27	22	17
CCNA_01395	156	115	88	253	367	302	56	73	63	180	131	138
CCNA_01396	53	35	44	95	110	133	38	38	32	63	44	45
CCNA_01397	5	6	4	18	33	33	12	13	11	13	4	10
CCNA_01398	4	6	2	29	24	34	15	26	20	9	6	10
CCNA_01399	25	16	18	54	75	113	39	57	34	25	31	24
CCNA_01400	10	12	6	30	36	43	9	28	15	16	15	6
CCNA_01403	10	12	4	60	76	91	30	41	23	24	5	23
CCNA_01404	39	70	21	175	190	291	96	164	116	88	60	53
CCNA_R0138	19	26	21	60	77	87	30	49	28	45	23	31
CCNA_R0139	8	7	11	20	31	29	5	9	9	23	8	14
CCNA_01405	588	306	530	785	1050	1057	141	131	157	523	406	461
CCNA_R0140	92	46	110	147	224	194	19	32	29	89	43	80
CCNA_01406	4398	1848	3031	6539	9463	9084	634	828	823	4028	3268	4271
CCNA_01407	3	5	1	11	7	23	3	6	4	4	0	6
CCNA_01408	9	11	5	23	25	29	2	5	11	11	7	7
CCNA_01409	57	38	33	84	103	106	19	36	39	43	24	30
CCNA_01410	52	73	16	214	310	304	70	128	92	113	61	58
CCNA_03949	4	5	10	21	34	40	11	28	9	8	6	11
CCNA_03950	10	7	6	9	17	22	7	4	8	12	3	8
CCNA_01412	29	24	19	58	85	64	15	35	25	34	22	23
CCNA_01413	9	7	17	40	32	37	9	26	21	15	10	7
CCNA_01414	15	8	10	36	38	49	12	26	25	17	12	11
CCNA_01415	110	79	63	110	163	158	36	53	45	83	64	61
CCNA_01416	22	26	31	28	48	37	14	22	12	24	9	11
CCNA_01417	362	224	176	486	653	553	101	108	122	214	167	203
CCNA_01418	35	17	14	66	76	98	28	48	25	45	34	31
CCNA_01419	34	23	47	62	69	69	21	33	28	31	44	30
CCNA_01420	75	76	68	138	134	135	27	47	38	63	29	25
CCNA_01421	50	33	37	88	117	117	27	44	33	41	24	35
CCNA_01422	32	20	28	80	73	87	12	36	21	30	11	23
CCNA_01423	44	32	25	103	104	148	31	44	39	43	14	28
CCNA_01424	5	10	4	40	46	52	20	39	26	14	9	11
CCNA_01425	119	129	61	274	304	398	86	176	134	164	84	101
CCNA_01426	10	8	3	26	26	25	7	15	15	9	14	7
CCNA_01427	20	10	19	47	49	44	12	16	11	14	18	9
CCNA_01429	2	7	1	13	25	32	6	22	13	11	6	5
CCNA_01430	7	7	0	20	25	30	4	8	6	9	6	6
CCNA_01431	10	15	7	57	59	76	19	39	15	21	12	9
CCNA_01432	13	14	2	24	32	25	12	20	13	14	6	9
CCNA_01433	3	6	2	25	35	32	10	25	17	10	13	3
CCNA_01434	4	12	2	39	30	51	10	31	27	11	7	7
CCNA_R0035	2	0	0	3	4	4	0	2	1	4	0	2
CCNA_01435	8	3	7	14	19	13	5	6	5	6	7	3
CCNA_01437	8	6	7	15	22	25	3	5	5	8	4	11
CCNA_01438	7	11	9	26	59	55	19	21	22	20	12	14
CCNA_01439	16	15	15	80	69	105	39	56	36	23	19	16
CCNA_01440	12	18	3	44	49	70	22	38	25	21	14	13
CCNA_01441	4	9	2	21	28	30	13	18	17	8	8	7
CCNA_01442	6	16	6	68	95	106	28	74	40	29	13	15
CCNA_01443	31	21	17	62	76	108	27	61	36	40	28	17
CCNA_01444	178	116	94	281	403	375	54	96	84	167	115	122
CCNA_01445	27	18	33	23	33	32	11	27	21	25	2	15
CCNA_01446	11	13	16	52	62	88	23	34	31	17	14	21
CCNA_01447	2	10	7	37	46	46	21	23	16	12	8	10
CCNA_01448	7	9	3	34	44	55	15	29	19	13	15	15
CCNA_01449	0	8	1	23	24	32	8	15	7	9	4	7
CCNA_01450	46	46	14	197	240	309	83	137	109	54	28	38
CCNA_R0036	2	0	2	14	16	13	2	5	8	8	2	4
CCNA_R0037	9	9	4	68	61	80	20	39	27	12	7	15
CCNA_01451	80	124	49	329	373	463	140	220	159	152	45	76
CCNA_01452	60	64	41	160	162	217	65	129	87	92	29	51
CCNA_R0038	5	14	3	18	22	35	9	21	8	10	2	8
CCNA_01453	19	42	19	97	112	159	44	90	64	46	20	39
CCNA_R0039	4	14	8	27	40	32	9	19	15	7	5	10
CCNA_01457	73	88	19	176	177	162	47	72	46	92	37	43
CCNA_01458	45	56	14	145	157	129	37	64	42	44	28	52
CCNA_01459	9	12	3	37	49	56	10	24	17	10	5	18
CCNA_01460	3	13	2	27	40	28	9	19	17	14	4	4
CCNA_01461	10	20	7	51	70	99	18	51	22	25	11	13
CCNA_01462	49	51	29	174	204	257	65	95	66	84	58	65
CCNA_01463	151	89	36	501	776	729	47	90	53	234	284	285
CCNA_03951	9	1	3	18	12	16	3	3	5	11	9	9
CCNA_01464	14	15	9	36	33	32	7	10	10	16	22	16
CCNA_01465	26	43	11	118	168	161	42	63	50	61	22	40
CCNA_01466	36	30	18	144	208	163	22	29	30	100	26	67
CCNA_01467	238	238	126	679	885	874	157	208	213	526	156	367
CCNA_01468	81	108	50	233	275	270	57	76	92	179	59	101
CCNA_01469	31	21	9	54	51	64	21	14	19	48	7	34
CCNA_01470	74	60	37	174	245	240	46	49	56	130	49	96
CCNA_01471	61	86	50	173	209	230	52	78	75	146	67	98
CCNA_01472	26	28	19	41	59	58	16	33	24	37	13	29
CCNA_01473	35	40	18	87	128	110	30	53	45	54	22	49
CCNA_01474	7	6	9	14	16	10	5	1	7	19	5	11
CCNA_01475	100	65	52	215	295	263	54	61	51	166	53	102
CCNA_01476	92	135	72	243	329	313	85	117	130	218	73	134
CCNA_01477	98	123	57	151	213	225	70	99	98	152	49	102
CCNA_01478	18	23	14	42	42	65	15	32	31	34	12	24
CCNA_01479	21	21	12	48	73	103	16	30	38	21	28	32
CCNA_01480	13	6	10	22	33	36	7	12	7	7	10	10
CCNA_01481	11	8	7	64	63	88	18	42	23	15	9	11
CCNA_01483	2	4	1	13	24	32	6	12	13	6	0	4
CCNA_01484	6	8	3	16	17	13	3	14	5	8	6	4
CCNA_01485	64	34	23	44	85	86	29	25	22	34	15	24
CCNA_01486	52	18	28	51	61	66	12	16	15	22	15	22
CCNA_01487	11	5	8	25	35	47	10	10	13	9	15	13
CCNA_01488	45	28	21	107	117	123	21	45	30	66	34	47
CCNA_01489	39	23	14	74	84	113	22	35	11	49	23	25
CCNA_01490	14	12	3	49	59	73	16	38	22	24	11	16
CCNA_01491	6	5	4	29	33	42	10	17	20	14	5	7
CCNA_01492	7	11	4	27	39	35	8	23	7	15	9	8
CCNA_01493	12	11	7	28	40	64	11	24	12	9	12	9
CCNA_01494	43	25	22	78	92	96	17	35	22	53	28	39
